,chr,start,end,ATAC,CTCF,REST,EP300,Score_1
68405,chr1,47687000,47687200,U,U,U,U,3.7233729715948867
68406,chr1,47687200,47687400,U,U,U,U,16.39901505570389
68407,chr1,47687400,47687600,U,U,U,U,-4.922519437552465
68408,chr1,47687600,47687800,U,U,U,U,6.564020940790487
68409,chr1,47687800,47688000,U,U,U,U,-1.30590343697879
68410,chr1,47688000,47688200,U,U,U,U,1.7908444797955945
68411,chr1,47688200,47688400,U,U,U,U,18.737802442658165
68412,chr1,47688400,47688600,U,U,U,U,9.051858292840587
68413,chr1,47688600,47688800,U,U,U,U,8.744817236766533
68414,chr1,47688800,47689000,U,U,U,U,5.855795341763451
68415,chr1,47689000,47689200,U,U,U,U,10.084106623276208
68416,chr1,47689200,47689400,U,U,U,U,-13.409909762202375
68417,chr1,47690200,47690400,U,U,U,U,-0.5005642525163498
68418,chr1,47690400,47690600,U,U,U,U,-1.8296361011097702
68419,chr1,47690600,47690800,U,U,U,U,-0.7147941479439158
68420,chr1,47690800,47691000,U,U,U,U,-10.414055473387297
68421,chr1,47691000,47691200,U,U,U,U,1.438481380610804
68422,chr1,47692600,47692800,U,U,U,U,-10.981737746976798
68423,chr1,47693600,47693800,U,U,U,U,-0.7459014604875683
68424,chr1,47693800,47694000,U,U,U,U,3.52063265026547
68425,chr1,47695400,47695600,U,U,U,U,2.684008076470985
68426,chr1,47696800,47697000,U,U,U,U,-2.1693069240556384
68427,chr1,47697000,47697200,U,U,U,U,-0.37030625513624726
68428,chr1,47697600,47697800,U,U,U,U,3.50488576327985
68429,chr1,47697800,47698000,U,U,U,U,-1.013278273821855
68430,chr1,47698000,47698200,U,U,U,U,6.563931153533595
68431,chr1,47699000,47699200,U,U,U,U,6.62376193283203
68432,chr1,47702000,47702200,U,U,U,U,-6.480291418926391
68433,chr1,47702200,47702400,U,U,U,U,9.649806029282676
68434,chr1,47702800,47703000,U,U,U,U,-2.349066496803606
68435,chr1,47703000,47703200,U,U,U,U,8.167892045479615
68436,chr1,47703200,47703400,U,U,U,U,3.248277291834489
68437,chr1,47703400,47703600,U,U,U,U,2.5416535773538653
68438,chr1,47703600,47703800,U,U,U,U,8.707582699344105
68439,chr1,47703800,47704000,U,U,U,U,-12.62713483158495
68440,chr1,47704000,47704200,U,U,U,U,-6.881726320914772
68441,chr1,47705200,47705400,U,U,U,U,4.845919906747698
68442,chr1,47705400,47705600,U,U,U,U,-2.5037391145127565
68443,chr1,47705600,47705800,U,U,U,U,5.008536782859545
68444,chr1,47705800,47706000,U,U,U,U,1.0651779335333251
68445,chr1,47706000,47706200,U,U,U,U,-3.270456532475797
68446,chr1,47707400,47707600,U,U,U,U,1.7583796426735085
68447,chr1,47707600,47707800,U,U,U,U,8.666681076476056
68448,chr1,47708000,47708200,U,U,U,U,7.933773808983611
68449,chr1,47708800,47709000,U,U,U,U,27.56775847923627
68450,chr1,47709000,47709200,U,U,U,U,22.518131920049015
68451,chr1,47709200,47709400,U,U,U,U,21.151485705016032
68452,chr1,47709400,47709600,U,U,U,U,33.55036405760436
68453,chr1,47709600,47709800,U,U,U,U,32.94840349662328
68454,chr1,47709800,47710000,U,U,U,U,31.329600771623088
68455,chr1,47710000,47710200,U,U,U,U,27.99714335116874
68456,chr1,47710600,47710800,B,B,B,U,32.79436361163434
68457,chr1,47711400,47711600,U,U,U,U,10.646010368158299
68458,chr1,47712000,47712200,U,U,U,U,6.672999313538073
68459,chr1,47712200,47712400,U,U,U,U,7.728333873336296
68460,chr1,47712400,47712600,U,U,U,U,1.0820724542918978
68461,chr1,47713400,47713600,U,U,U,U,-0.9636808668920206
68462,chr1,47714000,47714200,U,U,U,U,3.891762497257619
68463,chr1,47714800,47715000,U,U,U,U,-4.4513320754428305
68464,chr1,47715000,47715200,U,U,U,U,1.969903165319911
68465,chr1,47716200,47716400,U,U,U,U,-6.754856199899407
68466,chr1,47716400,47716600,U,U,U,U,-6.0136529081494645
68467,chr1,47716600,47716800,U,U,U,U,4.812184660258894
68468,chr1,47717800,47718000,U,U,U,U,-3.6125272413237894
68469,chr1,47718000,47718200,U,U,U,U,-0.8695645244323392
68470,chr1,47718200,47718400,U,U,U,U,-2.280932235914141
68471,chr1,47720200,47720400,U,U,U,U,8.30161301698127
68472,chr1,47722600,47722800,U,U,U,U,6.208560854395547
68473,chr1,47723400,47723600,U,U,U,U,8.443523111671187
68474,chr1,47723600,47723800,U,U,U,U,4.651683891708028
68475,chr1,47724400,47724600,U,U,U,U,8.847721951192497
68476,chr1,47725000,47725200,B,B,U,U,28.679040041876007
68477,chr1,47725200,47725400,B,B,U,U,38.22296753403088
68478,chr1,47725800,47726000,B,U,U,U,8.707753964517831
68479,chr1,47726000,47726200,B,U,U,U,17.18368649673119
68480,chr1,47726200,47726400,B,B,B,U,0.5345306969917925
68481,chr1,47726400,47726600,B,B,B,U,2.8543963523531386
68482,chr1,47727200,47727400,U,U,U,U,-13.125378898392269
68483,chr1,47727400,47727600,U,U,U,U,3.8718445516522224
68484,chr1,47728000,47728200,U,U,U,U,5.587527016358302
68485,chr1,47730600,47730800,U,U,U,U,-18.149180127432427
68486,chr1,47730800,47731000,U,U,U,U,-9.695780407498352
68487,chr1,47731000,47731200,U,U,U,U,-8.876628809031077
68488,chr1,47731200,47731400,U,U,U,U,-4.084725563946289
68489,chr1,47735600,47735800,U,U,U,U,-4.766563871023773
68490,chr1,47737200,47737400,U,U,U,U,3.816905498890708
68491,chr1,47737400,47737600,U,U,U,U,-3.843685954099256
68492,chr1,47737800,47738000,U,U,U,U,-23.309980875693768
68493,chr1,47738400,47738600,B,U,B,U,-12.302486288677851
68494,chr1,47738600,47738800,B,B,B,U,3.470195743121578
68495,chr1,47739200,47739400,U,U,U,U,2.6576268928247027
68496,chr1,47742800,47743000,U,U,U,U,-2.4345845302227
68497,chr1,47746200,47746400,U,U,U,U,-15.0525229000299
68498,chr1,47746400,47746600,U,U,U,U,-17.84404019039274
68499,chr1,47747000,47747200,U,U,U,U,-6.513421954009472
68500,chr1,47749400,47749600,U,U,U,U,-8.871742346411759
68501,chr1,47749600,47749800,U,U,U,U,-10.79547164514661
68502,chr1,47751600,47751800,U,U,U,U,-1.697036601277273
68503,chr1,47751800,47752000,U,U,U,U,0.3635024794495212
68504,chr1,47752000,47752200,U,U,U,U,5.161557605472572
68505,chr1,47752200,47752400,U,U,U,U,20.242782742054978
68506,chr1,47752400,47752600,U,U,U,U,1.59936948122789
68507,chr1,47752600,47752800,U,U,U,U,12.040317724381165
68508,chr1,47752800,47753000,U,U,U,U,11.076667514443523
68509,chr1,47754600,47754800,U,U,U,U,-11.443594969255736
68510,chr1,47755600,47755800,B,B,U,U,8.023418025002483
68511,chr1,47756600,47756800,U,U,U,U,12.132751795295421
68512,chr1,47757400,47757600,U,U,U,U,5.562453458188579
68513,chr1,47757600,47757800,U,U,U,U,6.799595881522046
68514,chr1,47757800,47758000,U,U,U,U,1.0766111825166071
68515,chr1,47758400,47758600,U,U,U,U,12.720707181806704
68516,chr1,47758600,47758800,U,U,U,U,8.518777250554491
68517,chr1,47759200,47759400,U,U,U,U,0.07837413904357945
68518,chr1,47760200,47760400,U,U,U,U,5.325683324070505
68519,chr1,47760400,47760600,U,U,U,U,-8.298693748352342
68520,chr1,47760600,47760800,U,U,U,U,-4.893028718556617
68521,chr1,47760800,47761000,U,U,U,U,9.058186428564438
68522,chr1,47761400,47761600,U,U,U,U,4.110713527357355
68523,chr1,47762200,47762400,U,U,U,U,6.145777110213108
68524,chr1,47762400,47762600,U,U,U,U,-0.41404244557472697
68525,chr1,47762600,47762800,U,U,U,U,0.9475483313192505
68526,chr1,47763000,47763200,U,U,U,U,-2.7836355303864666
68527,chr1,47763200,47763400,U,U,U,U,-3.2267998865185743
68528,chr1,47763400,47763600,U,U,U,U,-1.343938876116677
68529,chr1,47764000,47764200,U,U,U,U,7.84576530172662
68530,chr1,47764200,47764400,U,U,U,U,4.171175075980869
68531,chr1,47764400,47764600,U,U,U,U,11.565636166516454
68532,chr1,47765400,47765600,U,U,U,U,14.04538005380732
68533,chr1,47765600,47765800,U,U,U,U,-11.446800970213033
68534,chr1,47765800,47766000,U,U,U,U,20.20245984816621
68535,chr1,47766000,47766200,U,U,U,U,15.036939050216166
68536,chr1,47766200,47766400,U,U,U,U,11.973947612857016
68537,chr1,47766800,47767000,U,U,U,U,3.902253049811921
68538,chr1,47767000,47767200,U,U,U,U,7.618479350104779
68539,chr1,47767200,47767400,U,U,U,U,10.950293260848419
68540,chr1,47767800,47768000,U,U,U,U,14.743595959751872
68541,chr1,47768000,47768200,U,U,U,U,6.189021927738085
68542,chr1,47768200,47768400,U,U,U,U,2.5818876387119456
68543,chr1,47768400,47768600,U,U,U,U,5.861430445512762
68544,chr1,47769400,47769600,U,U,U,U,5.664231391938493
68545,chr1,47770000,47770200,U,U,U,U,10.543730872770162
68546,chr1,47770200,47770400,U,U,U,U,7.094553373276387
68547,chr1,47771200,47771400,U,U,U,U,7.522022303724007
68548,chr1,47771400,47771600,U,U,U,U,1.5427809901162215
68549,chr1,47771600,47771800,U,U,U,U,7.983443862420336
68550,chr1,47771800,47772000,U,U,U,U,13.808690395330508
68551,chr1,47772400,47772600,U,U,U,U,16.29707246024777
68552,chr1,47772600,47772800,U,U,U,U,4.719789414272059
68553,chr1,47772800,47773000,U,U,U,U,1.5659171542478236
68554,chr1,47773000,47773200,U,U,U,U,6.322840387981185
68555,chr1,47773200,47773400,U,U,U,U,5.146749330166362
68556,chr1,47773800,47774000,U,U,U,U,-4.606707182126463
68557,chr1,47774400,47774600,U,U,U,U,0.7932989992142061
68558,chr1,47775200,47775400,U,U,U,U,23.8128948675489
68559,chr1,47775400,47775600,U,U,U,U,8.916904339940091
68560,chr1,47776600,47776800,U,U,U,U,2.283587426250111
68561,chr1,47778000,47778200,U,U,U,U,11.964092858565895
68562,chr1,47778200,47778400,U,U,U,U,7.456227524496972
68563,chr1,47779000,47779200,U,U,U,U,5.232026938076217
68564,chr1,47779600,47779800,U,U,U,U,10.693521742184204
68565,chr1,47779800,47780000,U,U,U,U,4.327534283883626
68566,chr1,47781200,47781400,U,U,U,U,12.018519060680717
68567,chr1,47781400,47781600,U,U,U,U,10.782804131849327
68568,chr1,47781600,47781800,U,U,U,U,4.835891338368094
68569,chr1,47782600,47782800,U,U,U,U,7.268358931908711
68570,chr1,47782800,47783000,U,U,U,U,11.247314662920758
68571,chr1,47783400,47783600,U,U,U,U,2.9793329560698636
68572,chr1,47784400,47784600,U,U,U,U,4.268972923154097
68573,chr1,47784600,47784800,U,U,U,U,8.361348764773805
68574,chr1,47785800,47786000,B,B,U,U,9.720995808746721
68575,chr1,47786400,47786600,B,U,U,U,11.259809677655026
68576,chr1,47787400,47787600,U,U,U,U,0.7181001371759089
68577,chr1,47788200,47788400,U,U,U,U,-2.6529029101485886
68578,chr1,47788400,47788600,U,U,U,U,5.322895097685706
68579,chr1,47789000,47789200,U,U,U,U,-2.373428317954573
68580,chr1,47790200,47790400,U,U,U,U,5.954465367261292
68581,chr1,47790400,47790600,U,U,U,U,0.9489393548638568
68582,chr1,47791200,47791400,U,U,U,U,3.8294856725753936
68583,chr1,47791400,47791600,U,U,U,U,5.969030144326707
68584,chr1,47791600,47791800,U,U,U,U,7.370506636033998
68585,chr1,47792400,47792600,U,U,U,U,5.914701438186806
68586,chr1,47792600,47792800,U,U,U,U,5.030248718287555
68587,chr1,47792800,47793000,U,U,U,U,10.950281016782322
68588,chr1,47793400,47793600,U,U,U,U,7.277923507498639
68589,chr1,47793600,47793800,U,U,U,U,-8.118214063244496
68590,chr1,47796200,47796400,U,U,U,U,1.6144637278571279
68591,chr1,47796400,47796600,U,U,U,U,1.5538485175745458
68592,chr1,47796800,47797000,U,U,U,U,-3.9366308210644383
68593,chr1,47797400,47797600,U,U,U,U,-2.7137573967579427
68594,chr1,47797600,47797800,U,U,U,U,3.4147902918922126
68595,chr1,47797800,47798000,U,U,U,U,-1.0512297027423776
68596,chr1,47798800,47799000,U,U,U,U,7.65669314872928
68597,chr1,47799000,47799200,U,U,U,U,5.599599489474112
68598,chr1,47799200,47799400,U,U,U,U,12.131582259223784
68599,chr1,47799800,47800000,U,U,U,U,-1.2489207711752681
68600,chr1,47800800,47801000,U,U,U,U,1.9040213945832032
68601,chr1,47801000,47801200,U,U,U,U,4.029487050622078
68602,chr1,47801600,47801800,U,U,U,U,9.310588622201603
68603,chr1,47801800,47802000,U,U,U,U,-3.277970201104967
68604,chr1,47802000,47802200,U,U,U,U,9.605204815056508
68605,chr1,47803800,47804000,U,U,U,U,-5.564057406893355
68606,chr1,47804000,47804200,U,U,U,U,7.607592381560964
68607,chr1,47804200,47804400,U,U,U,U,8.9157645559478
68608,chr1,47804400,47804600,U,U,U,U,15.898646963035628
68609,chr1,47806400,47806600,U,U,U,U,2.761514218044375
68610,chr1,47806600,47806800,U,U,U,U,3.249565077976328
68611,chr1,47808800,47809000,U,U,U,U,1.5947559964317675
68612,chr1,47809400,47809600,U,U,U,U,11.75858822815404
68613,chr1,47811400,47811600,U,U,U,U,2.168588320035083
68614,chr1,47811600,47811800,U,U,U,U,7.357809142934428
68615,chr1,47812000,47812200,U,U,U,U,-2.647999973221068
68616,chr1,47812200,47812400,U,U,U,U,-1.257550642339306
68617,chr1,47812800,47813000,U,U,U,U,0.6698999233737811
68618,chr1,47813000,47813200,U,U,U,U,-1.7482541206010578
68619,chr1,47813200,47813400,U,U,U,U,5.467948290429929
68620,chr1,47814600,47814800,U,U,U,U,9.053322173064084
68621,chr1,47815200,47815400,U,U,U,U,4.625453396727463
68622,chr1,47815400,47815600,U,U,U,U,9.46091055436434
68623,chr1,47816000,47816200,U,U,U,U,3.1100525500345997
68624,chr1,47817200,47817400,U,U,U,U,7.293232911953576
68625,chr1,47817800,47818000,U,U,U,U,8.802595609955334
68626,chr1,47818000,47818200,U,U,U,U,21.99658187082825
68627,chr1,47818600,47818800,U,U,U,U,9.133170615901802
68628,chr1,47818800,47819000,U,U,U,U,1.6376751549861321
68629,chr1,47819000,47819200,U,U,U,U,-0.5363646089732336
68630,chr1,47819200,47819400,U,U,U,U,5.328673633353734
68631,chr1,47819400,47819600,U,U,U,U,3.9413732068305487
68632,chr1,47821000,47821200,U,U,U,U,6.66801833814942
68633,chr1,47822200,47822400,U,U,U,U,3.7676773456376154
68634,chr1,47822800,47823000,U,U,U,U,3.9313709788185607
68635,chr1,47823000,47823200,U,U,U,U,6.451706975743537
68636,chr1,47823200,47823400,U,U,U,U,8.67628372197881
68637,chr1,47823600,47823800,U,U,U,U,6.447447228900873
68638,chr1,47823800,47824000,U,U,U,U,2.9277908485543347
68639,chr1,47825400,47825600,U,U,U,U,0.9242412838582268
68640,chr1,47825600,47825800,U,U,U,U,5.186815322555631
68641,chr1,47827000,47827200,U,U,U,U,10.228137087359432
68642,chr1,47828200,47828400,U,U,U,U,9.67098309456473
68643,chr1,47828400,47828600,U,U,U,U,1.0505803946401193
68644,chr1,47828600,47828800,U,U,U,U,-1.9356550390512264
68645,chr1,47828800,47829000,U,U,U,U,13.837719120825213
68646,chr1,47829200,47829400,U,U,U,U,8.170886596521518
68647,chr1,47829400,47829600,U,U,U,U,10.7327566727073
68648,chr1,47829600,47829800,U,U,U,U,-4.107983259716124
68649,chr1,47830800,47831000,U,U,U,U,-6.722939461195072
68650,chr1,47831000,47831200,U,U,U,U,9.512585986352876
68651,chr1,47831200,47831400,U,U,U,U,1.5355608308193218
68652,chr1,47831400,47831600,U,U,U,U,7.532562892722755
68653,chr1,47831600,47831800,U,U,U,U,4.616592035709574
68654,chr1,47833400,47833600,U,U,U,U,-3.1574725921578195
68655,chr1,47837000,47837200,U,U,U,U,1.857786997231138
68656,chr1,47837200,47837400,U,U,U,U,0.6293483231569714
68657,chr1,47837400,47837600,U,U,U,U,6.06825424422305
68658,chr1,47839000,47839200,U,U,U,U,6.588140181360324
68659,chr1,47839600,47839800,U,U,U,U,6.052623022066683
68660,chr1,47839800,47840000,U,U,U,U,3.3131514954202186
68661,chr1,47840000,47840200,U,U,U,U,4.375174703588961
68662,chr1,47840600,47840800,U,U,U,U,-1.6076693462775915
68663,chr1,47840800,47841000,U,U,U,U,-2.9286678103147024
68664,chr1,47841000,47841200,U,U,U,U,1.8966579091232947
68665,chr1,47841200,47841400,U,U,U,U,-0.17423220992152683
68666,chr1,47843800,47844000,U,U,U,U,3.0870119619131238
68667,chr1,47844000,47844200,U,U,U,U,-1.3472124711801758
68668,chr1,47844200,47844400,U,U,U,U,8.299191223646398
68669,chr1,47844400,47844600,U,U,U,U,0.6776459630134593
68670,chr1,47844600,47844800,U,U,U,U,-3.046485416792641
68671,chr1,47844800,47845000,U,U,U,U,-1.2658286413511237
68672,chr1,47845000,47845200,U,U,U,U,8.806192144959876
68673,chr1,47846000,47846200,U,U,U,U,-7.638107646224985
68674,chr1,47846600,47846800,U,U,U,U,-2.951508089599815
68675,chr1,47847000,47847200,U,U,U,U,5.051399941201931
68676,chr1,47847800,47848000,U,U,U,U,3.4887849870711896
68677,chr1,47848000,47848200,U,U,U,U,0.484217528661567
68678,chr1,47848600,47848800,U,U,U,U,-1.1136029949050303
68679,chr1,47848800,47849000,U,U,U,U,-2.6037526351884237
68680,chr1,47849600,47849800,U,U,U,U,6.163053473706666
68681,chr1,47849800,47850000,U,U,U,U,3.415868558323709
68682,chr1,47850000,47850200,U,U,U,U,1.8567047086962982
68683,chr1,47851200,47851400,U,U,U,U,-6.4375138833514916
68684,chr1,47851400,47851600,U,U,U,U,-5.727532611087488
68685,chr1,47852000,47852200,U,U,U,U,6.716811671534348
68686,chr1,47852200,47852400,U,U,U,U,8.806247741156914
68687,chr1,47852400,47852600,U,U,U,U,10.064364272871972
68688,chr1,47852800,47853000,U,U,U,U,-6.205065914891506
68689,chr1,47853000,47853200,U,U,U,U,5.8680124361218065
68690,chr1,47853200,47853400,U,U,U,U,6.470683613991977
68691,chr1,47853400,47853600,U,U,U,U,2.871833853662343
68692,chr1,47854400,47854600,U,U,U,U,-8.878897437359026
68693,chr1,47856000,47856200,U,U,U,U,2.8511431572575723
68694,chr1,47856400,47856600,U,U,U,U,-4.060119988618427
68695,chr1,47856600,47856800,U,U,U,U,-3.708922686720794
68696,chr1,47856800,47857000,U,U,U,U,-0.043465487546958226
68697,chr1,47857000,47857200,U,U,U,U,1.4185119628141298
68698,chr1,47858800,47859000,U,U,U,U,4.981204750401662
68699,chr1,47859000,47859200,U,U,U,U,3.3879688733573357
68700,chr1,47859200,47859400,U,U,U,U,7.582680282952206
68701,chr1,47859400,47859600,U,U,U,U,1.3074809477080802
68702,chr1,47859600,47859800,U,U,U,U,6.231317471466453
68703,chr1,47860200,47860400,U,U,U,U,-1.923912524062784
68704,chr1,47864600,47864800,U,U,U,U,2.812399465207368
68705,chr1,47864800,47865000,U,U,U,U,6.919769119210608
68706,chr1,47865000,47865200,U,U,U,U,5.849081683611474
68707,chr1,47865200,47865400,U,U,U,U,5.676377794096908
68708,chr1,47865400,47865600,U,U,U,U,-8.803807485606669
68709,chr1,47866200,47866400,U,U,U,U,0.1508362804125314
68710,chr1,47866400,47866600,U,U,U,U,4.666254362712188
68711,chr1,47866600,47866800,U,U,U,U,3.838442559071794
68712,chr1,47866800,47867000,U,U,U,U,3.0239406926788273
68713,chr1,47867000,47867200,U,U,U,U,-1.8049639307604233
68714,chr1,47867200,47867400,U,U,U,U,-2.1753199353270447
68715,chr1,47867600,47867800,U,U,U,U,-9.505052722698757
68716,chr1,47867800,47868000,U,U,U,U,-8.342212109110825
68717,chr1,47868000,47868200,U,U,U,U,-6.899665036234552
68718,chr1,47868800,47869000,U,U,U,U,-2.963114647799755
68719,chr1,47869400,47869600,U,U,U,U,3.844033287520021
68720,chr1,47870200,47870400,U,U,U,U,-3.7853111715497563
68721,chr1,47871400,47871600,U,U,U,U,7.275488873594446
68722,chr1,47871800,47872000,U,U,U,U,3.976828860358128
68723,chr1,47872000,47872200,U,U,U,U,3.7756096058459243
68724,chr1,47872600,47872800,U,U,U,U,0.11260681748633014
68725,chr1,47873400,47873600,U,U,U,U,2.019700391319614
68726,chr1,47873800,47874000,U,U,U,U,-8.257789157830308
68727,chr1,47874000,47874200,U,U,U,U,-4.514801255695473
68728,chr1,47875000,47875200,U,U,U,U,-0.2420850831290359
68729,chr1,47875800,47876000,U,U,U,U,-2.5512513871065665
68730,chr1,47876400,47876600,U,U,U,U,2.3397991512075693
68731,chr1,47876600,47876800,U,U,U,U,8.612970223491907
68732,chr1,47879600,47879800,U,U,U,U,-18.137567041204516
68733,chr1,47879800,47880000,U,U,U,U,2.5647020612300593
68734,chr1,47881800,47882000,U,U,U,U,2.809878832253707
68735,chr1,47882000,47882200,U,U,U,U,7.09432553875264
68736,chr1,47882200,47882400,U,U,U,U,11.942488157937435
68737,chr1,47882400,47882600,U,U,U,U,-1.0481307935930664
68738,chr1,47882600,47882800,U,U,U,U,0.4576926949151616
68739,chr1,47883400,47883600,U,U,U,U,-1.4727550562557843
68740,chr1,47885600,47885800,U,U,U,U,5.899825185958031
68741,chr1,47885800,47886000,U,U,U,U,-11.740225623390582
68742,chr1,47887400,47887600,U,U,U,U,-1.29834791539682
68743,chr1,47887600,47887800,U,U,U,U,7.318906367486707
68744,chr1,47887800,47888000,U,U,U,U,7.337689043188776
68745,chr1,47888000,47888200,U,U,U,U,-2.438998034944681
68746,chr1,47888200,47888400,U,U,U,U,7.4701786954107
68747,chr1,47890200,47890400,U,U,U,U,-0.27688390384584094
68748,chr1,47890400,47890600,U,U,U,U,6.071056489513131
68749,chr1,47892800,47893000,U,U,U,U,-3.094066963059225
68750,chr1,47893000,47893200,U,U,U,U,-1.6256883681419476
68751,chr1,47893600,47893800,U,U,U,U,-2.8036936730572353
68752,chr1,47895000,47895200,U,U,U,U,1.8233375911187502
68753,chr1,47895200,47895400,U,U,U,U,10.372734557374049
68754,chr1,47895400,47895600,U,U,U,U,9.821320439293
68755,chr1,47895600,47895800,U,U,U,U,3.428699260866633
68756,chr1,47895800,47896000,U,U,U,U,10.430898985947762
68757,chr1,47896000,47896200,U,U,U,U,4.687114650948919
68758,chr1,47896200,47896400,U,U,U,U,10.59328327305576
68759,chr1,47896400,47896600,U,U,U,U,5.779927778378496
68760,chr1,47897400,47897600,U,U,U,U,0.22268582152581315
68761,chr1,47898200,47898400,U,U,U,U,4.460991380512668
68762,chr1,47899000,47899200,U,U,U,U,-0.41172796719128546
68763,chr1,47899200,47899400,U,U,U,U,5.794302492405736
68764,chr1,47900600,47900800,U,U,U,U,-0.22346573713926365
68765,chr1,47900800,47901000,U,U,U,U,-6.064067290614158
68766,chr1,47901000,47901200,U,U,U,U,-4.609039825030691
68767,chr1,47901200,47901400,U,U,U,U,2.2185000980041107
68768,chr1,47902000,47902200,U,U,U,U,1.2660684140389067
68769,chr1,47902200,47902400,U,U,U,U,2.9336456318155255
68770,chr1,47903600,47903800,U,U,U,U,0.783202162259728
68771,chr1,47903800,47904000,U,U,U,U,1.544741502545005
68772,chr1,47904600,47904800,U,U,U,U,-2.4117304119403444
68773,chr1,47905400,47905600,U,U,U,U,-1.0731932743643553
68774,chr1,47906600,47906800,U,U,U,U,4.655579315333965
68775,chr1,47906800,47907000,U,U,U,U,6.260603556796921
68776,chr1,47907000,47907200,U,U,U,U,12.660131632748188
68777,chr1,47907200,47907400,U,U,U,U,-8.438185378531662
68778,chr1,47907800,47908000,U,U,U,U,-6.706973647158617
68779,chr1,47908800,47909000,U,U,U,U,7.699732096527984
68780,chr1,47911400,47911600,U,U,U,U,2.400814351366909
68781,chr1,47912000,47912200,U,U,U,U,-0.239793647220132
68782,chr1,47912200,47912400,U,U,U,U,-18.151953307451087
68783,chr1,47912800,47913000,U,U,U,U,9.943367236758966
68784,chr1,47913400,47913600,U,U,U,U,-0.522508724428512
68785,chr1,47913600,47913800,U,U,U,U,-0.6412587600551392
68786,chr1,47914200,47914400,U,U,U,U,1.4106101775018685
68787,chr1,47914400,47914600,U,U,U,U,9.89495713439178
68788,chr1,47914600,47914800,U,U,U,U,7.057682967242114
68789,chr1,47915800,47916000,U,U,U,U,15.1980842612426
68790,chr1,47916000,47916200,U,U,U,U,14.869902092804743
68791,chr1,47917200,47917400,U,U,U,U,4.123543972362618
68792,chr1,47918600,47918800,U,U,U,U,6.341923298473518
68793,chr1,47919200,47919400,U,U,U,U,-3.8594113478365872
68794,chr1,47919800,47920000,U,U,U,U,2.935233552124863
68795,chr1,47920400,47920600,U,U,U,U,3.771483409253063
68796,chr1,47921000,47921200,U,U,U,U,-5.472541204135635
68797,chr1,47921200,47921400,U,U,U,U,5.785255907186463
68798,chr1,47921400,47921600,U,U,U,U,-6.725075841249721
68799,chr1,47921600,47921800,U,U,U,U,-1.7687687168068305
68800,chr1,47924200,47924400,U,U,U,U,-0.5576051065643668
68801,chr1,47924400,47924600,U,U,U,U,1.3164365389282198
68802,chr1,47924600,47924800,U,U,U,U,1.5921034868846522
68803,chr1,47924800,47925000,U,U,U,U,8.797180013236128
68804,chr1,47925200,47925400,U,U,U,U,-19.98127078069719
68805,chr1,47926200,47926400,U,U,U,U,3.8937258168911204
68806,chr1,47926400,47926600,U,U,U,U,4.456748163595294
68807,chr1,47926600,47926800,U,U,U,U,2.686940236570615
68808,chr1,47926800,47927000,U,U,U,U,-4.197074179439555
68809,chr1,47927000,47927200,U,U,U,U,0.540636213763704
68810,chr1,47927200,47927400,U,U,U,U,8.021697829319566
68811,chr1,47927400,47927600,U,U,U,U,10.392609352936137
68812,chr1,47928600,47928800,U,U,U,U,-6.06518629854696
68813,chr1,47929800,47930000,U,U,U,U,4.791770268169277
68814,chr1,47930000,47930200,U,U,U,U,6.663958507043921
68815,chr1,47930200,47930400,U,U,U,U,2.7703361100001374
68816,chr1,47930400,47930600,U,U,U,U,12.433187660065549
68817,chr1,47934400,47934600,U,U,U,U,12.770058211869907
68818,chr1,47934600,47934800,U,U,U,U,1.0938956152697852
68819,chr1,47936200,47936400,U,U,U,U,-4.472252000992262
68820,chr1,47936400,47936600,U,U,U,U,-2.205084511515682
68821,chr1,47937600,47937800,U,U,U,U,-5.883384065255412
68822,chr1,47938000,47938200,U,U,U,U,-2.8914559633870094
68823,chr1,47938400,47938600,U,U,U,U,-5.760943934953352
68824,chr1,47938600,47938800,U,U,U,U,-0.055132474310985946
68825,chr1,47939000,47939200,U,U,U,U,0.10265836494067387
68826,chr1,47939200,47939400,U,U,U,U,-11.426363903428943
68827,chr1,47940800,47941000,U,U,U,U,-0.02355921063002364
68828,chr1,47942200,47942400,U,U,U,U,5.166141498447162
68829,chr1,47942400,47942600,U,U,U,U,1.1866794166115058
68830,chr1,47944000,47944200,U,U,U,U,2.4391228775570397
68831,chr1,47945200,47945400,U,U,U,U,0.30078647618790527
68832,chr1,47947400,47947600,U,U,U,U,-5.74682676022986
68833,chr1,47947600,47947800,U,U,U,U,-1.9897623695695037
68834,chr1,47948000,47948200,U,B,U,U,-2.67723989096395
68835,chr1,47948200,47948400,U,B,U,U,0.10565680489158191
68836,chr1,47948400,47948600,U,U,U,U,-6.037747864668731
68837,chr1,47948600,47948800,U,U,U,U,-6.618960381827936
68838,chr1,47951400,47951600,U,U,U,U,12.702990699862804
68839,chr1,47951600,47951800,U,U,U,U,8.379589212977828
68840,chr1,47952200,47952400,U,U,U,U,5.005456314912322
68841,chr1,47952800,47953000,U,U,U,U,9.827039515433938
68842,chr1,47953200,47953400,U,U,U,U,-3.3750603004657567
68843,chr1,47954800,47955000,U,U,U,U,8.808415961264311
68844,chr1,47955000,47955200,U,U,U,U,-0.2853725349105952
68845,chr1,47955200,47955400,U,U,U,U,-0.09909852001291736
