chr	start	end	ATAC
chr10	46491800	46492000	U
chr10	46492000	46492200	U
chr10	46493200	46493400	U
chr10	46493400	46493600	U
chr10	46493600	46493800	U
chr10	46494400	46494600	U
chr10	46495000	46495200	U
chr10	46497000	46497200	U
chr10	46497800	46498000	U
chr10	46498000	46498200	U
chr10	46498200	46498400	U
chr10	46499000	46499200	U
chr10	46499200	46499400	U
chr10	46499800	46500000	U
chr10	46500000	46500200	U
chr10	46500200	46500400	U
chr10	46501600	46501800	U
chr10	46501800	46502000	U
chr10	46502000	46502200	U
chr10	46503400	46503600	U
chr10	46503600	46503800	U
chr10	46503800	46504000	U
chr10	46508800	46509000	U
chr10	46509000	46509200	U
chr10	46509200	46509400	U
chr10	46509400	46509600	U
chr10	46509600	46509800	U
chr10	46509800	46510000	U
chr10	46510600	46510800	U
chr10	46510800	46511000	U
chr10	46511200	46511400	U
chr10	46511400	46511600	U
chr10	46511600	46511800	U
chr10	46511800	46512000	U
chr10	46513200	46513400	U
chr10	46513400	46513600	U
chr10	46514800	46515000	U
chr10	46515000	46515200	U
chr10	46515200	46515400	U
chr10	46515400	46515600	U
chr10	46517000	46517200	U
chr10	46517600	46517800	U
chr10	46517800	46518000	U
chr10	46518000	46518200	U
chr10	46518200	46518400	U
chr10	46518400	46518600	U
chr10	46520400	46520600	U
chr10	46520600	46520800	U
chr10	46523000	46523200	U
chr10	46523200	46523400	U
chr10	46523400	46523600	U
chr10	46523600	46523800	U
chr10	46524800	46525000	B
chr10	46527200	46527400	U
chr10	46527600	46527800	U
chr10	46527800	46528000	U
chr10	46528000	46528200	U
chr10	46528200	46528400	U
chr10	46528400	46528600	U
chr10	46528600	46528800	U
chr10	46528800	46529000	U
chr10	46535000	46535200	U
chr10	46535600	46535800	U
chr10	46536600	46536800	U
chr10	46536800	46537000	U
chr10	46540000	46540200	U
chr10	46541000	46541200	B
chr10	46542000	46542200	U
chr10	46542800	46543000	U
chr10	46543000	46543200	U
chr10	46543200	46543400	U
chr10	46543400	46543600	U
chr10	46543600	46543800	U
chr10	46543800	46544000	U
chr10	46544000	46544200	U
chr10	46546000	46546200	U
chr10	46546200	46546400	U
chr10	46546400	46546600	U
chr10	46546600	46546800	U
chr10	46546800	46547000	U
chr10	46547000	46547200	U
chr10	46547200	46547400	U
chr10	46547800	46548000	U
chr10	46548000	46548200	U
chr10	46548800	46549000	U
chr10	46549000	46549200	U
chr10	46549200	46549400	U
chr10	46549400	46549600	U
chr10	46549600	46549800	U
chr10	46549800	46550000	U
chr10	46550000	46550200	U
chr10	46550200	46550400	U
chr10	46550400	46550600	U
chr10	46550600	46550800	U
chr10	46551200	46551400	U
chr10	46551600	46551800	U
chr10	46551800	46552000	U
chr10	46552000	46552200	U
chr10	46553200	46553400	U
chr10	46553400	46553600	U
chr10	46555400	46555600	U
chr10	46555600	46555800	U
chr10	46555800	46556000	U
chr10	46556600	46556800	U
chr10	46556800	46557000	U
chr10	46557200	46557400	U
chr10	46557400	46557600	U
chr10	46557600	46557800	U
chr10	46557800	46558000	U
chr10	46558000	46558200	U
chr10	46560400	46560600	U
chr10	46560600	46560800	U
chr10	46560800	46561000	U
chr10	46563000	46563200	U
chr10	46564600	46564800	U
chr10	46567200	46567400	U
chr10	46567400	46567600	U
chr10	46570400	46570600	U
chr10	46570600	46570800	U
chr10	46570800	46571000	U
chr10	46571000	46571200	U
chr10	46571200	46571400	U
chr10	46572000	46572200	U
chr10	46573600	46573800	U
chr10	46574400	46574600	U
chr10	46574600	46574800	U
chr10	46574800	46575000	U
chr10	46575400	46575600	U
chr10	46575600	46575800	U
chr10	46575800	46576000	U
chr10	46576000	46576200	U
chr10	46576200	46576400	U
chr10	46577600	46577800	U
chr10	46578200	46578400	U
chr10	46578600	46578800	U
chr10	46579000	46579200	U
chr10	46579200	46579400	U
chr10	46579400	46579600	U
chr10	46579600	46579800	U
chr10	46579800	46580000	U
chr10	46580000	46580200	U
chr10	46580800	46581000	U
chr10	46581400	46581600	U
chr10	46581600	46581800	U
chr10	46581800	46582000	U
chr10	46582000	46582200	U
chr10	46582200	46582400	U
chr10	46582600	46582800	U
chr10	46582800	46583000	U
chr10	46583000	46583200	U
chr10	46583600	46583800	U
chr10	46583800	46584000	U
chr10	46584000	46584200	U
chr10	46584400	46584600	U
chr10	46585000	46585200	U
chr10	46585200	46585400	U
chr10	46585400	46585600	U
chr10	46585600	46585800	U
chr10	46587000	46587200	B
chr10	46587200	46587400	B
chr10	46587400	46587600	B
chr10	46587600	46587800	B
chr10	46587800	46588000	B
chr10	46588000	46588200	U
chr10	46588200	46588400	U
chr10	46588400	46588600	U
chr10	46600200	46600400	U
chr10	46607800	46608000	U
chr10	46608000	46608200	U
chr10	46608200	46608400	U
chr10	46609000	46609200	U
chr10	46609800	46610000	U
chr10	46610000	46610200	U
chr10	46610400	46610600	U
chr10	46610600	46610800	U
chr10	46611000	46611200	U
chr10	46611200	46611400	U
chr10	46612000	46612200	U
chr10	46614400	46614600	U
chr10	46614600	46614800	U
chr10	46614800	46615000	U
chr10	46617400	46617600	U
chr10	46619200	46619400	U
chr10	46619400	46619600	U
chr10	46619600	46619800	U
chr10	46620200	46620400	U
chr10	46621000	46621200	U
chr10	46621600	46621800	U
chr10	46621800	46622000	U
chr10	46622600	46622800	U
chr10	46624000	46624200	U
chr10	46624200	46624400	U
chr10	46624400	46624600	U
chr10	46624600	46624800	U
chr10	46624800	46625000	U
chr10	46625000	46625200	U
chr10	46625800	46626000	U
chr10	46626000	46626200	U
chr10	46627200	46627400	U
chr10	46627400	46627600	U
chr10	46629800	46630000	U
chr10	46630000	46630200	U
chr10	46630200	46630400	U
chr10	46630400	46630600	U
chr10	46630600	46630800	U
chr10	46630800	46631000	U
chr10	46631000	46631200	U
chr10	46631200	46631400	U
chr10	46631400	46631600	U
chr10	46631600	46631800	U
chr10	46631800	46632000	U
chr10	46634600	46634800	B
chr10	46634800	46635000	B
chr10	46635000	46635200	B
chr10	46635200	46635400	B
chr10	46635600	46635800	B
chr10	46635800	46636000	B
chr10	46636000	46636200	U
chr10	46636200	46636400	U
chr10	46644000	46644200	U
chr10	46645000	46645200	U
chr10	46645600	46645800	U
chr10	46645800	46646000	U
chr10	46646400	46646600	U
chr10	46646600	46646800	U
chr10	46648400	46648600	U
chr10	46650400	46650600	U
chr10	46650600	46650800	U
chr10	46650800	46651000	U
chr10	46651000	46651200	U
chr10	46651200	46651400	U
chr10	46651400	46651600	U
chr10	46651600	46651800	U
chr10	46651800	46652000	U
chr10	46652000	46652200	U
chr10	46655600	46655800	U
chr10	46657200	46657400	U
chr10	46657400	46657600	U
chr10	46657600	46657800	U
chr10	46658800	46659000	U
chr10	46659000	46659200	U
chr10	46659800	46660000	U
chr10	46661000	46661200	U
chr10	46668400	46668600	U
chr10	46668600	46668800	U
chr10	46669600	46669800	U
chr10	46669800	46670000	U
chr10	46671000	46671200	U
chr10	46674800	46675000	U
chr10	46675000	46675200	U
chr10	46677600	46677800	U
chr10	46682400	46682600	U
chr10	46683200	46683400	U
chr10	46691000	46691200	U
chr10	46692000	46692200	U
chr10	46692600	46692800	U
chr10	46693000	46693200	U
chr10	46695000	46695200	U
chr10	46697200	46697400	U
chr10	46697400	46697600	U
chr10	46697600	46697800	U
chr10	46698200	46698400	U
chr10	46698800	46699000	U
chr10	46699400	46699600	U
chr10	46699600	46699800	U
chr10	46699800	46700000	U
chr10	46701400	46701600	U
chr10	46701600	46701800	U
chr10	46701800	46702000	U
chr10	46702400	46702600	U
chr10	46702600	46702800	U
chr10	46702800	46703000	U
chr10	46703000	46703200	U
chr10	46703200	46703400	U
chr10	46704000	46704200	U
chr10	46704200	46704400	U
chr10	46704400	46704600	U
chr10	46704600	46704800	U
chr10	46704800	46705000	U
chr10	46705000	46705200	U
chr10	46705200	46705400	U
chr10	46705400	46705600	U
chr10	46705600	46705800	U
chr10	46705800	46706000	U
chr10	46706000	46706200	U
chr10	46706800	46707000	U
chr10	46708000	46708200	U
chr10	46708200	46708400	U
chr10	46708400	46708600	U
chr10	46709000	46709200	U
chr10	46709200	46709400	U
chr10	46709400	46709600	U
chr10	46709600	46709800	U
chr10	46709800	46710000	U
chr10	46710000	46710200	U
chr10	46710200	46710400	U
chr10	46710400	46710600	U
chr10	46711000	46711200	U
chr10	46711400	46711600	U
chr10	46711600	46711800	U
chr10	46711800	46712000	U
chr10	46712000	46712200	U
chr10	46712400	46712600	U
chr10	46712800	46713000	U
chr10	46713000	46713200	U
chr10	46713200	46713400	U
chr10	46713400	46713600	U
chr10	46713600	46713800	U
chr10	46713800	46714000	U
chr10	46714000	46714200	U
chr10	46715200	46715400	U
chr10	46715800	46716000	U
chr10	46716600	46716800	U
chr10	46716800	46717000	U
chr10	46717000	46717200	U
chr10	46717200	46717400	U
chr10	46717400	46717600	U
chr10	46717600	46717800	U
chr10	46717800	46718000	U
chr10	46718000	46718200	U
chr10	46718400	46718600	U
chr10	46718600	46718800	U
chr10	46718800	46719000	U
chr10	46719600	46719800	U
chr10	46719800	46720000	U
chr10	46720000	46720200	U
chr10	46720200	46720400	U
chr10	46720400	46720600	U
chr10	46720600	46720800	U
chr10	46720800	46721000	U
chr10	46721000	46721200	U
chr10	46721200	46721400	U
chr10	46721400	46721600	U
chr10	46721600	46721800	U
chr10	46721800	46722000	U
chr10	46722000	46722200	U
chr10	46722200	46722400	U
chr10	46722400	46722600	U
chr10	46722600	46722800	U
chr10	46722800	46723000	U
chr10	46723000	46723200	U
chr10	46723200	46723400	U
chr10	46723400	46723600	U
chr10	46723600	46723800	U
chr10	46723800	46724000	U
chr10	46725200	46725400	U
chr10	46725800	46726000	U
chr10	46726200	46726400	U
chr10	46726800	46727000	U
chr10	46727000	46727200	U
chr10	46727200	46727400	U
chr10	46728000	46728200	U
chr10	46728200	46728400	U
chr10	46728400	46728600	U
chr10	46728600	46728800	U
chr10	46728800	46729000	U
chr10	46730200	46730400	U
chr10	46730400	46730600	U
chr10	46731200	46731400	U
chr10	46732400	46732600	U
chr10	46732600	46732800	U
chr10	46732800	46733000	U
chr10	46735200	46735400	U
chr10	46735400	46735600	U
chr10	46735600	46735800	U
chr10	46735800	46736000	U
chr10	46736200	46736400	U
chr10	46736400	46736600	U
chr10	46737600	46737800	U
chr10	46737800	46738000	U
chr10	46738000	46738200	U
chr10	46738200	46738400	U
chr10	46738400	46738600	U
chr10	46738600	46738800	U
chr10	46738800	46739000	U
chr10	46739000	46739200	U
chr10	46739200	46739400	U
chr10	46739400	46739600	U
chr10	46739800	46740000	U
chr10	46740000	46740200	U
chr10	46740200	46740400	U
chr10	46740400	46740600	U
chr10	46740600	46740800	U
chr10	46740800	46741000	U
chr10	46741000	46741200	U
chr10	46749000	46749200	U
chr10	46749200	46749400	U
chr10	46749400	46749600	U
chr10	46749600	46749800	U
chr10	46749800	46750000	U
chr10	46750000	46750200	U
chr10	46750200	46750400	U
chr10	46750600	46750800	U
chr10	46750800	46751000	U
chr10	46751000	46751200	U
chr10	46752200	46752400	U
chr10	46752400	46752600	U
chr10	46753600	46753800	U
chr10	46754400	46754600	U
chr10	46754600	46754800	U
chr10	46754800	46755000	U
chr10	46755800	46756000	U
chr10	46756000	46756200	U
chr10	46756600	46756800	U
chr10	46756800	46757000	U
chr10	46757000	46757200	U
chr10	46757200	46757400	U
chr10	46757400	46757600	U
chr10	46757600	46757800	U
chr10	46757800	46758000	U
chr10	46758000	46758200	U
chr10	46758200	46758400	U
chr10	46759000	46759200	U
chr10	46765400	46765600	U
chr10	46766400	46766600	U
chr10	46766600	46766800	U
chr10	46769000	46769200	U
chr10	46769400	46769600	U
chr10	46770000	46770200	U
chr10	46772800	46773000	U
chr10	46773000	46773200	U
chr10	46773200	46773400	U
chr10	46773400	46773600	U
chr10	46773600	46773800	U
chr10	46773800	46774000	U
chr10	46774000	46774200	U
chr10	46774200	46774400	U
chr10	46774400	46774600	U
chr10	46774600	46774800	U
chr10	46774800	46775000	U
chr10	46775000	46775200	U
chr10	46775200	46775400	U
chr10	46775400	46775600	U
chr10	46775600	46775800	U
chr10	46776000	46776200	U
chr10	46776200	46776400	U
chr10	46776600	46776800	U
chr10	46776800	46777000	U
chr10	46777000	46777200	U
chr10	46777600	46777800	U
chr10	46777800	46778000	U
chr10	46778000	46778200	U
chr10	46778200	46778400	U
chr10	46779800	46780000	U
chr10	46780000	46780200	U
chr10	46780200	46780400	U
chr10	46780400	46780600	U
chr10	46780600	46780800	U
chr10	46780800	46781000	U
chr10	46781400	46781600	U
chr10	46782000	46782200	U
chr10	46782200	46782400	U
chr10	46782400	46782600	U
chr10	46782600	46782800	U
chr10	46782800	46783000	U
chr10	46783600	46783800	U
chr10	46783800	46784000	U
chr10	46785600	46785800	U
chr10	46785800	46786000	U
chr10	46786400	46786600	B
chr10	46786600	46786800	B
chr10	46786800	46787000	B
chr10	46787000	46787200	B
chr10	46788200	46788400	U
chr10	46788400	46788600	U
chr10	46788600	46788800	U
chr10	46789200	46789400	U
chr10	46789400	46789600	U
chr10	46789600	46789800	U
chr10	46789800	46790000	U
chr10	46790000	46790200	U
chr10	46790600	46790800	U
chr10	46790800	46791000	U
chr10	46792200	46792400	U
chr10	46793200	46793400	U
chr10	46794000	46794200	U
chr10	46794200	46794400	U
chr10	46795400	46795600	U
chr10	46796400	46796600	U
chr10	46796600	46796800	U
chr10	46796800	46797000	U
chr10	46797000	46797200	U
chr10	46797200	46797400	U
chr10	46797400	46797600	U
chr10	46797600	46797800	U
chr10	46797800	46798000	U
chr10	46798000	46798200	U
chr10	46798200	46798400	U
chr10	46798400	46798600	U
chr10	46798600	46798800	U
chr10	46799400	46799600	U
chr10	46799800	46800000	U
chr10	46800000	46800200	U
chr10	46800200	46800400	U
chr10	46800400	46800600	U
chr10	46800600	46800800	U
chr10	46800800	46801000	U
chr10	46802000	46802200	U
chr10	46802200	46802400	U
chr10	46802400	46802600	U
chr10	46802600	46802800	U
chr10	46802800	46803000	U
chr10	46804400	46804600	U
chr10	46805600	46805800	U
chr10	46805800	46806000	U
chr10	46806000	46806200	U
chr10	46806200	46806400	U
chr10	46806400	46806600	U
chr10	46806800	46807000	U
chr10	46807000	46807200	U
chr10	46807600	46807800	U
chr10	46809800	46810000	U
chr10	46810000	46810200	U
chr10	46810200	46810400	U
chr10	46810400	46810600	U
chr10	46810600	46810800	U
chr10	46810800	46811000	U
chr10	46811000	46811200	U
chr10	46811200	46811400	U
chr10	46811400	46811600	U
chr10	46812600	46812800	U
chr10	46812800	46813000	U
chr10	46813000	46813200	U
chr10	46815400	46815600	U
chr10	46815600	46815800	U
chr10	46815800	46816000	U
chr10	46816400	46816600	U
chr10	46816600	46816800	U
chr10	46816800	46817000	U
chr10	46817000	46817200	U
chr10	46817200	46817400	U
chr10	46817400	46817600	U
chr10	46817600	46817800	U
chr10	46818400	46818600	U
chr10	46818600	46818800	U
chr10	46818800	46819000	U
chr10	46819400	46819600	U
chr10	46821800	46822000	U
chr10	46822000	46822200	U
chr10	46822200	46822400	U
chr10	46824600	46824800	U
chr10	46824800	46825000	U
chr10	46827800	46828000	U
chr10	46828000	46828200	U
chr10	46828200	46828400	U
chr10	46828400	46828600	U
chr10	46829600	46829800	U
chr10	46829800	46830000	U
chr10	46830000	46830200	U
chr10	46830400	46830600	U
chr10	46830600	46830800	U
chr10	46830800	46831000	U
chr10	46831000	46831200	U
chr10	46832200	46832400	U
chr10	46832400	46832600	U
chr10	46835400	46835600	U
chr10	46835600	46835800	U
chr10	46835800	46836000	U
chr10	46836400	46836600	U
chr10	46836600	46836800	U
chr10	46836800	46837000	U
chr10	46837000	46837200	U
chr10	46837200	46837400	U
chr10	46837400	46837600	U
chr10	46837600	46837800	U
chr10	46837800	46838000	U
chr10	46838000	46838200	U
chr10	46839400	46839600	U
chr10	46839600	46839800	U
chr10	46840200	46840400	U
chr10	46840400	46840600	U
chr10	46840800	46841000	U
chr10	46841000	46841200	U
chr10	46841200	46841400	U
chr10	46841400	46841600	U
chr10	46841600	46841800	U
chr10	46841800	46842000	U
chr10	46849400	46849600	U
chr10	46849800	46850000	U
chr10	46851400	46851600	U
chr10	46851600	46851800	U
chr10	46851800	46852000	U
chr10	46852000	46852200	U
chr10	46852200	46852400	U
chr10	46852800	46853000	U
chr10	46853400	46853600	U
chr10	46853600	46853800	U
chr10	46855000	46855200	U
chr10	46855200	46855400	U
chr10	46855400	46855600	U
chr10	46855600	46855800	U
chr10	46856000	46856200	U
chr10	46856200	46856400	U
chr10	46856400	46856600	U
chr10	46856600	46856800	U
chr10	46856800	46857000	U
chr10	46857000	46857200	U
chr10	46857800	46858000	U
chr10	46858000	46858200	U
chr10	46858200	46858400	U
chr10	46858400	46858600	U
chr10	46858600	46858800	U
chr10	46858800	46859000	U
chr10	46859000	46859200	U
chr10	46859200	46859400	U
chr10	46859400	46859600	U
chr10	46859600	46859800	U
chr10	46859800	46860000	U
chr10	46869200	46869400	U
chr10	46870200	46870400	U
chr10	46870600	46870800	U
chr10	46870800	46871000	U
chr10	46873200	46873400	U
chr10	46873400	46873600	U
chr10	46873600	46873800	U
chr10	46873800	46874000	U
chr10	46874000	46874200	U
chr10	46874200	46874400	U
chr10	46874800	46875000	U
chr10	46875000	46875200	U
chr10	46875600	46875800	U
chr10	46875800	46876000	U
chr10	46876400	46876600	U
chr10	46876600	46876800	U
chr10	46876800	46877000	U
chr10	46877000	46877200	U
chr10	46877200	46877400	U
chr10	46877800	46878000	U
chr10	46878200	46878400	U
chr10	46878400	46878600	U
chr10	46878600	46878800	U
chr10	46878800	46879000	U
chr10	46879000	46879200	U
chr10	46879200	46879400	U
chr10	46879400	46879600	U
chr10	46879800	46880000	U
chr10	46880600	46880800	U
chr10	46880800	46881000	U
chr10	46881000	46881200	U
chr10	46881800	46882000	U
chr10	46882400	46882600	U
chr10	46882600	46882800	U
chr10	46882800	46883000	U
chr10	46883000	46883200	U
chr10	46883200	46883400	U
chr10	46883400	46883600	U
chr10	46884800	46885000	U
chr10	46887800	46888000	U
chr10	46888000	46888200	U
chr10	46888200	46888400	U
chr10	46888400	46888600	U
chr10	46888600	46888800	U
chr10	46889200	46889400	U
chr10	46889400	46889600	U
chr10	46889600	46889800	U
chr10	46889800	46890000	U
chr10	46892200	46892400	U
chr10	46892800	46893000	U
chr10	46893000	46893200	U
chr10	46893200	46893400	U
chr10	46893400	46893600	U
chr10	46893800	46894000	U
chr10	46894000	46894200	U
chr10	46894200	46894400	U
chr10	46894400	46894600	U
chr10	46894600	46894800	U
chr10	46895400	46895600	U
chr10	46895600	46895800	U
chr10	46896200	46896400	U
chr10	46896400	46896600	U
chr10	46896600	46896800	U
chr10	46896800	46897000	U
chr10	46897400	46897600	U
chr10	46897600	46897800	U
chr10	46898400	46898600	U
chr10	46898600	46898800	U
chr10	46899000	46899200	U
chr10	46899200	46899400	U
chr10	46899600	46899800	U
chr10	46900600	46900800	U
chr10	46900800	46901000	U
chr10	46905200	46905400	U
chr10	46907000	46907200	U
chr10	46907200	46907400	U
chr10	46907400	46907600	U
chr10	46907800	46908000	U
chr10	46908000	46908200	U
chr10	46908200	46908400	U
chr10	46908800	46909000	U
chr10	46909600	46909800	U
chr10	46910600	46910800	U
chr10	46910800	46911000	B
chr10	46911000	46911200	B
chr10	46911400	46911600	B
chr10	46911600	46911800	B
chr10	46913400	46913600	U
chr10	46914200	46914400	U
chr10	46914400	46914600	U
chr10	46925000	46925200	U
chr10	46925200	46925400	U
chr10	46925600	46925800	U
chr10	46925800	46926000	B
chr10	46926000	46926200	B
chr10	46926200	46926400	U
chr10	46926400	46926600	U
chr10	46928000	46928200	U
chr10	46928200	46928400	U
chr10	46928600	46928800	U
chr10	46928800	46929000	U
chr10	46929000	46929200	U
chr10	46929200	46929400	U
chr10	46929800	46930000	U
chr10	46930000	46930200	U
chr10	46931800	46932000	U
chr10	46932200	46932400	U
chr10	46940400	46940600	U
chr10	46940600	46940800	U
chr10	46940800	46941000	U
chr10	46941000	46941200	U
chr10	46941200	46941400	U
chr10	46941400	46941600	U
chr10	46941800	46942000	U
chr10	46942400	46942600	U
chr10	46942600	46942800	U
chr10	46943600	46943800	U
chr10	46943800	46944000	U
chr10	46944000	46944200	U
chr10	46944200	46944400	U
chr10	46944400	46944600	U
chr10	46945200	46945400	U
chr10	46945400	46945600	U
chr10	46945600	46945800	U
chr10	46945800	46946000	U
chr10	46946000	46946200	U
chr10	46946200	46946400	U
chr10	46946400	46946600	U
chr10	46946600	46946800	U
chr10	46946800	46947000	U
chr10	46950600	46950800	U
chr10	46963600	46963800	U
chr10	46963800	46964000	U
chr10	46964000	46964200	U
chr10	46964200	46964400	U
chr10	46964400	46964600	U
chr10	46964800	46965000	U
chr10	46965000	46965200	U
chr10	46968000	46968200	U
chr10	46968200	46968400	U
chr10	46968400	46968600	U
chr10	46969200	46969400	U
chr10	46969400	46969600	U
chr10	46969600	46969800	U
chr10	46969800	46970000	U
chr10	46971600	46971800	U
chr10	46982400	46982600	U
chr10	46982600	46982800	U
chr10	46982800	46983000	U
chr10	46983400	46983600	U
chr10	46984200	46984400	U
chr10	46984400	46984600	U
chr10	46984600	46984800	U
chr10	46985800	46986000	U
chr10	46986400	46986600	U
chr10	46986600	46986800	U
chr10	46987200	46987400	B
chr10	46987400	46987600	B
chr10	46999600	46999800	U
chr10	46999800	47000000	U
chr10	47000400	47000600	U
chr10	47000600	47000800	U
chr10	47000800	47001000	U
chr10	47001000	47001200	U
chr10	47001200	47001400	U
chr10	47001400	47001600	U
chr10	47001600	47001800	U
chr10	47001800	47002000	U
chr10	47002000	47002200	U
chr10	47002200	47002400	U
chr10	47002400	47002600	U
chr10	47002600	47002800	U
chr10	47002800	47003000	U
chr10	47008200	47008400	U
chr10	47008400	47008600	U
chr10	47008600	47008800	U
chr10	47008800	47009000	U
chr10	47009000	47009200	U
chr10	47009200	47009400	U
chr10	47011800	47012000	U
chr10	47012000	47012200	U
chr10	47012200	47012400	U
chr10	47012400	47012600	U
chr10	47012600	47012800	U
chr10	47012800	47013000	U
chr10	47013000	47013200	U
chr10	47013600	47013800	U
chr10	47013800	47014000	B
chr10	47014000	47014200	B
chr10	47014600	47014800	U
chr10	47014800	47015000	U
chr10	47016000	47016200	U
chr10	47016400	47016600	U
chr10	47016600	47016800	U
chr10	47016800	47017000	U
chr10	47019000	47019200	U
chr10	47019200	47019400	U
chr10	47019400	47019600	U
chr10	47019600	47019800	U
chr10	47019800	47020000	U
chr10	47020000	47020200	U
chr10	47020400	47020600	U
chr10	47020600	47020800	U
chr10	47022400	47022600	U
chr10	47022600	47022800	U
chr10	47025000	47025200	B
chr10	47025400	47025600	B
chr10	47025600	47025800	B
chr10	47025800	47026000	U
chr10	47026400	47026600	U
chr10	47026800	47027000	U
chr10	47027000	47027200	U
chr10	47027200	47027400	U
chr10	47027400	47027600	U
chr10	47027600	47027800	U
chr10	47027800	47028000	U
chr10	47028000	47028200	U
chr10	47029200	47029400	U
chr10	47029400	47029600	U
chr10	47030200	47030400	U
chr10	47030400	47030600	U
chr10	47030600	47030800	U
chr10	47032000	47032200	U
chr10	47032200	47032400	U
chr10	47033400	47033600	U
chr10	47033600	47033800	U
chr10	47033800	47034000	U
chr10	47034000	47034200	U
chr10	47034200	47034400	U
chr10	47034400	47034600	U
chr10	47034600	47034800	U
chr10	47034800	47035000	U
chr10	47035200	47035400	U
chr10	47035400	47035600	U
chr10	47035600	47035800	U
chr10	47035800	47036000	U
chr10	47036000	47036200	U
chr10	47036200	47036400	U
chr10	47036600	47036800	U
chr10	47036800	47037000	U
chr10	47037000	47037200	U
chr10	47037200	47037400	U
chr10	47037400	47037600	U
chr10	47038000	47038200	U
chr10	47038200	47038400	U
chr10	47038400	47038600	U
chr10	47038600	47038800	U
chr10	47038800	47039000	U
chr10	47039000	47039200	U
chr10	47039200	47039400	U
chr10	47039400	47039600	U
chr10	47040000	47040200	U
chr10	47040200	47040400	U
chr10	47041200	47041400	U
chr10	47041600	47041800	U
chr10	47041800	47042000	U
chr10	47042200	47042400	U
chr10	47042800	47043000	U
chr10	47043200	47043400	U
chr10	47043400	47043600	U
chr10	47043600	47043800	U
chr10	47043800	47044000	U
chr10	47044000	47044200	U
chr10	47044400	47044600	U
chr10	47044600	47044800	U
chr10	47044800	47045000	U
chr10	47045000	47045200	U
chr10	47045200	47045400	U
chr10	47045400	47045600	U
chr10	47045600	47045800	U
chr10	47045800	47046000	U
chr10	47046000	47046200	U
chr10	47046200	47046400	U
chr10	47046400	47046600	U
chr10	47046600	47046800	U
chr10	47046800	47047000	U
chr10	47047000	47047200	U
chr10	47047200	47047400	B
chr10	47047400	47047600	B
chr10	47047600	47047800	B
chr10	47047800	47048000	B
chr10	47048000	47048200	B
chr10	47048200	47048400	U
chr10	47048600	47048800	U
chr10	47049400	47049600	U
chr10	47050000	47050200	U
chr10	47050200	47050400	U
chr10	47051000	47051200	U
chr10	47051200	47051400	U
chr10	47051400	47051600	U
chr10	47051600	47051800	U
chr10	47051800	47052000	U
chr10	47052000	47052200	U
chr10	47052200	47052400	U
chr10	47052800	47053000	U
chr10	47053000	47053200	U
chr10	47053400	47053600	U
chr10	47055200	47055400	U
chr10	47055600	47055800	U
chr10	47055800	47056000	U
chr10	47056000	47056200	U
chr10	47056200	47056400	U
chr10	47056400	47056600	U
chr10	47057600	47057800	U
chr10	47059200	47059400	U
chr10	47059400	47059600	U
chr10	47059600	47059800	U
chr10	47059800	47060000	U
chr10	47060000	47060200	U
chr10	47060200	47060400	U
chr10	47060400	47060600	U
chr10	47060600	47060800	U
chr10	47060800	47061000	U
chr10	47061000	47061200	U
chr10	47061600	47061800	U
chr10	47061800	47062000	U
chr10	47062000	47062200	U
chr10	47066000	47066200	U
chr10	47066200	47066400	U
chr10	47068800	47069000	U
chr10	47069000	47069200	U
chr10	47070000	47070200	U
chr10	47075000	47075200	U
chr10	47075200	47075400	U
chr10	47075400	47075600	U
chr10	47075600	47075800	U
chr10	47075800	47076000	U
chr10	47076000	47076200	U
chr10	47076200	47076400	U
chr10	47076400	47076600	U
chr10	47076600	47076800	U
chr10	47076800	47077000	U
chr10	47078000	47078200	U
chr10	47078800	47079000	U
chr10	47079000	47079200	U
chr10	47081000	47081200	U
chr10	47083200	47083400	U
chr10	47083400	47083600	U
chr10	47084000	47084200	U
chr10	47084200	47084400	U
chr10	47084400	47084600	U
chr10	47085400	47085600	U
chr10	47085600	47085800	U
chr10	47086400	47086600	U
chr10	47087800	47088000	U
chr10	47088000	47088200	U
chr10	47088600	47088800	U
chr10	47088800	47089000	U
chr10	47090400	47090600	U
chr10	47090600	47090800	U
chr10	47090800	47091000	U
chr10	47091000	47091200	U
chr10	47091200	47091400	U
chr10	47091800	47092000	U
chr10	47092600	47092800	U
chr10	47092800	47093000	U
chr10	47093000	47093200	U
chr10	47093600	47093800	U
chr10	47093800	47094000	U
chr10	47094000	47094200	U
chr10	47094200	47094400	U
chr10	47094800	47095000	U
chr10	47095000	47095200	U
chr10	47095200	47095400	U
chr10	47095400	47095600	U
chr10	47096600	47096800	U
chr10	47098000	47098200	U
chr10	47098200	47098400	U
chr10	47099600	47099800	U
chr10	47099800	47100000	U
chr10	47100200	47100400	U
chr10	47101000	47101200	U
chr10	47102800	47103000	U
chr10	47103000	47103200	U
chr10	47105600	47105800	U
chr10	47106600	47106800	U
chr10	47107600	47107800	U
chr10	47108200	47108400	U
chr10	47108400	47108600	U
chr10	47108600	47108800	U
chr10	47108800	47109000	U
chr10	47109800	47110000	U
chr10	47110400	47110600	U
chr10	47110600	47110800	U
chr10	47111200	47111400	U
chr10	47111400	47111600	U
chr10	47111600	47111800	U
chr10	47111800	47112000	U
chr10	47112000	47112200	U
chr10	47112200	47112400	U
chr10	47112400	47112600	U
